#,Lyrics,Title,Artist,Type,Conditional Lyric Entropy,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Acoustic Deviation (Antagonistic),Dance Deviation (Antagonistic),BPM Deviation (Antagonistic),Acoustic Deviation (Dionysitic),Dance Deviation (Dionysitic),BPM Deviation (Dionysitic),Acoustic Deviation (Doloristic),Dance Deviation (Doloristic),BPM Deviation (Doloristic),Acoustic Deviation (Stoiostatic),Dance Deviation (Stoiostatic),BPM Deviation (Stoiostatic),Energy Deviation (Antagonistic),Valence Deviation (Antagonistic),Energy Deviation (Dionysitic),Valence Deviation (Dionysitic),Energy Deviation (Doloristic),Valence Deviation (Doloristic),Energy Deviation (Stoiostatic),Valence Deviation (Stoiostatic),Original_Length,Gzip_Length,Bzip2_Length,Most_Compressed_Length,Compression_Ratio,Most_Compressed_Type,Lyric Valence,Lyric Arousal
1120,"
The lunatic is on the grass
The lunatic is on the grass
Remembering games and daisy chains and laughs
Got to keep the loonies on the path

The lunatic is in the hall
The lunatics are in my hall
The paper holds their folded faces to the floor
And every day the paperboy brings more

And if the dam breaks open many years too soon
And if there is no room upon the hill
And if your head explodes with dark forebodings too
I'll see you on the dark side of the moon!

The lunatic is in my head (Hahahahahahaha! Hehehehehehehe!)
The lunatic is in my head
You raise the blade
You make the change
You rearrange me till I'm sane
You lock the door
And throw away the key
And there's someone in my head, but it's not me

And if the cloudbursts thunder in your ear (Ooh)
You shout and no one seems to hear (Oh, whoa)
And if the band you're in starts playing different tunes (Oh, hey)
I'll see you on the dark side of the moon! (Oh, oh, oh)

I can't think of anything to say except…
Hahahahahahaha! Hehehehehehehe!
I think it's marvellous!
Hahaha…",Brain Damage,Pink Floyd,Doloristic,1.75746741108626,1973-03-01,134,27,32,-13,21,3:47,7,69,835,2552,2.75,-17.09,8.37000000000001,-5.64,-31.88,14.86,-23.43,-17.45,15.03,-23.31,-31.6,22.13,-54.386091127098304,-18.1654676258993,-48.9893992932862,-50.5759717314488,-25.4338394793926,-14.3817787418655,-23.5061728395062,-34.3148148148148,1039,508,552,508,0.4889316650625601,1,0.5567412433339511,0.3414785488202611
1058,"I would cut my legs and tits off
When I think of Boris Karloff and Kinski
In the dark of the moon
It made me dream of Nosferatu
Trapped on the isle of Doctor Moreau
Oh, wouldn't it be lovely

Small town girl
Small town girl
Small town girl
Small town girl

I was thinking Peter Lorre
When things got pretty gory as I
Crossed to the Brandenburg Gate
Small town girl
I was feeling snappy
Perhaps I’d been napping
And I had just ate
Small town girl
A following heart
Can tear you apart
On a midnight to 8 shift
Small town girl
A graveyard romance
Can only give one chance
As the tombstones weave and breathe
Small town girl

Small town girl
Small town girl
Ah, small town girl
Small town girl

Feeling happy
When my heart got beating
On a Sunday afternoon
Small town girl
I dreamt of breezes
Going through the trees and
Stars were still illumed
Small town girl
I have three hearts
That I keep apart
Trying to relate
Small town girl
To normal feelings
And the nighttime reelings
And some absynthe drunk so late

My small town girl
I'm just a small town girl
Small town girl
Small town girl
The cook got drunk
And all the whores they shrunk
Onto the size of dessert plates
Small town girl
But me, I am happy
Cause I got my little nappy
And some opium to set me straight
Small town girl
I'm just a small town girl
Who wants to give it a whirl
While my looks still hold me straight
Small town girl
Small town girl
Straight up to illusion
And fantasy’s fusion
Of reality mixed with drink
Small town girl

I'm just a small town girl
Who's gonna give life a whirl
Looking at the Brandenburg Gate
Small town girl
I'm just a small town girl
Giving life a whirl
Looking at the
Small town girl
Brandenburg Ga-a-a-a-a-a-te
I'm just a small town girl
Small town girl
Small town girl, yeah yeah
Small town girl
I'm just a small town girl
Small town girl",Brandenburg Gate,Lou Reed,Antagonistic,1.59482615134913,2011-01-01,123,78,34,-4,25,4:22,3,30,698,2939,-1.25,-15.09,-2.63,-9.64,-29.88,3.86,-27.43,-15.45,4.03,-27.31,-29.6,11.13,-3.38609112709833,-14.1654676258993,2.01060070671377,-46.5759717314488,25.5661605206074,-10.3817787418655,27.4938271604938,-30.3148148148148,1840,743,787,743,0.4038043478260869,1,0.5083124438059108,0.0811600255044505
112,"Got brass in pocket
Got bottle, I'm gonna use it
Intention, I feel inventive

Gonna make you, make you
Make you notice

Got motion, restrained emotion
Been driving, Detroit leaning
No reason, just seems so pleasing

Gonna make you, make you
Make you notice

Gonna use my arms
Gonna use my legs
Gonna use my style
Gonna use my sidestep
Gonna use my fingers
Gonna use my, my, my imagination
'Cause I'm gonna make you see
There's nobody else here, no one like me
I'm special (Special), so special (Special)
I gotta have some of your attention, give it to me

Got rhythm, I can't miss a beat
Got new skank, it's so reet
Got something I'm winking at you

Gonna make you, make you
Make you notice

Gonna use my arms
Gonna use my legs
Gonna use my style
Gonna use my sidestep
Gonna use my fingers
Gonna use my, my, my imagination

'Cause I'm gonna make you see
There's nobody else here, no one like me
I'm special (Special), so special (Special)
I gotta have some of your attention, give it to me
'Cause I'm gonna make you see
There's nobody else here, no one like me
I'm special (Special), so special (Special)
I gotta have some of your attention, give it to me

Ohh
And when you walk",Brass in Pocket,Pretenders,Dionysitic,1.44042406797863,1980-01-11,98,70,75,-6,91,3:06,37,69,121,2290,32.75,25.91,-27.63,24.36,11.12,-21.14,6.57,25.55,-20.97,6.69,11.4,-13.87,-11.3860911270983,51.8345323741007,-5.98939929328623,19.4240282685512,17.5661605206074,55.6182212581345,19.4938271604938,35.6851851851852,1178,363,454,363,0.3081494057724958,1,0.6058589815480481,0.1045549542098501
1113,"
I'm gonna break into your heart
I'm gonna crawl under your skin
I'm gonna break into your heart
And follow till I see where you begin

Time's so tight, it's closing in
Forty more hours to go
When the tumblers spin, I'm getting in
Gonna be time to blow

I'm gonna break into your heart
I'm gonna crawl under your skin
I'm gonna break into your heart
And follow till I see where you begin

Hooks go deep, but it's make believe
But you're never gonna grow
Your heart is buried underneath
Mountains capped with snow

I'm gonna break into your heart
I'm gonna crawl under your skin
I'm gonna break into your heart
And follow till I see where you begin

Break them all
Take them all
Fake them all
Steal them all
Fail them all
Touch them all
Break them all
Break them all

I'm gonna break into your heart
I'm gonna break into your heart
I'm gonna break into your heart
I'm gonna break into your heart
Till it all comes crashing down

I'm gonna break into your heart
I'm gonna crawl under your skin
I'm gonna break into your heart
And follow till I get under your skin
And the wall comes tumbling down
And you finally let me in
I'll break into your",Break Into Your Heart,Iggy Pop,Doloristic,1.41057637589433,2016-03-18,96,57,41,-7,21,3:55,79,33,1153,8568,74.75,-8.09,-29.63,66.36,-22.88,-23.14,48.57,-8.45,-22.97,48.69,-22.6,-15.87,-24.3860911270983,-18.1654676258993,-18.9893992932862,-50.5759717314488,4.56616052060738,-14.3817787418655,6.49382716049383,-34.3148148148148,1141,345,403,345,0.3023663453111306,1,0.4334230169250456,0.1296917071499707
11,"You know the day destroys the night
Night divides the day
Tried to run
Tried to hide

Break on through to the other side
Break on through to the other side
Break on through to the other side, yeah

We chased our pleasures here
Dug our treasures there
But can you still recall
Time we cried

Break on through to the other side
Break on through to the other side

Hey!
Come on, yeah

Everybody loves my baby
Everybody loves my baby
She get high
She get high
She get high
She get high, yeah

I found an island in your arms
Country in your eyes
Arms that chain us
Eyes that lied

Break on through to the other side
Break on through to the other side
Break on through, ow!
Aw yeah!

Made the scene
Week by week
Day to day
Hour to hour
Gate is straight
Deep and wide
Break on through to the other side
Break on through to the other side
Break on through, break on through
Break on through, break on through
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah",Break on Through (To the Other Side),The Doors,Dionysitic,1.37868902326431,1967-01-04,90,75,42,-10,79,2:26,20,77,8,8380,15.75,-7.09,-35.63,7.36,-21.88,-29.14,-10.43,-7.45,-28.97,-10.31,-21.6,-21.87,-6.38609112709833,39.8345323741007,-0.989399293286226,7.42402826855124,22.5661605206074,43.6182212581345,24.4938271604938,23.6851851851852,951,340,375,340,0.3575184016824395,1,0.5814249385977746,0.1954092157531234
422,"It's just one of those days when you don't wanna wake up
Everything is fucked, everybody sucks
You don't really know why, but you wanna justify
Rippin' someone's head off
No human contact, and if you interact
Your life is on contract
Your best bet is to stay away, motherfucker!
It's just one of those days

It's all about the he says/she says bullshit
I think you better quit lettin' shit slip
Or you'll be leavin' with a fat lip
It's all about the he says/she says bullshit
I think you better quit talkin' that shit

It's just one of those days, feelin' like a freight train
First one to complain leaves with a blood stain
Damn right, I'm a maniac, you better watch your back
'Cause I'm fuckin' up your program!
And if you're stuck up, you're just lucked up
Next in line to get fucked up
Your best bet is to stay away, motherfucker!
It's just one of those days

It's all about the he says/she says bullshit
I think you better quit lettin' shit slip
Or you'll be leavin' with a fat lip
It's all about the he says/she says bullshit
I think you better quit talkin' that shit
Punk, so come and get it

I feel like shit
My suggestion is to keep your distance
'Cause right now I'm dangerous
We've all felt like shit and been treated like shit
All those motherfuckers that want to step up
I hope you know I pack a chainsaw
I'll skin your ass raw
And if my day keeps goin' this way
I just might break somethin' tonight
I pack a chainsaw
I'll skin your ass raw
And if my day keeps goin' this way
I just might break somethin' tonight
I pack a chainsaw
I'll skin your ass raw
And if my day keeps goin' this way
I just might break your fuckin' face tonight!
Give me somethin' to break
Give me somethin' to break
Just give me somethin' to break
How 'bout your fuckin' face?
I hope you know I pack a chainsaw (What?)
A chainsaw (What?)
A motherfuckin' chainsaw (What?)
So come and get it
It's all about the he says/she says bullshit
I think you better quit lettin' shit slip
Or you'll be leavin' with a fat lip
It's all about the he says/she says bullshit
I think you better quit talkin' that shit, punk
So come and get it",Break Stuff,Limp Bizkit,Antagonistic,1.40338746238489,1999,109,88,43,-7,62,2:47,1,82,708,4002,-3.25,-6.09,-16.63,-11.64,-20.88,-10.14,-29.43,-6.45,-9.97,-29.31,-20.6,-2.87,6.61390887290168,22.8345323741007,12.0106007067138,-9.57597173144876,35.5661605206074,26.6182212581345,37.4938271604938,6.68518518518518,2110,663,784,663,0.314218009478673,1,0.1440908148325232,0.3360029631276935
106,"
I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
Yeah baby

Bad Misses, Throwing raspberry kisses on me
You looking for directions?
Girl I feel your vision on me
Just don't let him see you sweat'n
And we ain't suppose to be involved
Knowing when we get it off, Girl I mean it all
Keeping you fiending 'til you taking it tossed
And when I'm breaking it off
Its no denying the fact it's wrong
Cause you got a man who's probably playing his part
You probably breaking his heart
He trying to figure the reason you gon'
Is it because he's superficial
Or is he too submissive
Or did I come along and hit you with the futuristic
Or is it cause you really couldn't see a future with him
All he about is paper, never took the time with you to listen
You want it gripped up, flipped, and thrown
And get stripped and shown, the way to get in the zone
The cost, dealing with this you won't be takin' a loss
You need to leave him alone
And roll with the one who's breaking you off

I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
Yeah baby

Brother down the hall
The one you bound to call
Workaholic so really I'm rarely around at all
What we started got serious repercussions in court
We had a chance to turn back, but love that was long
Late nights, twistin' somethin' listenin' to niecey sing
She got the beefy, you tellin' me you deeply appreciate the company
The time we spend 'I feel the same; It's a shame you ain't my girlfriend'
Cause listen: you need a brother with that physical fix
That come through in a mix for you with no head tricks or fraud
You need a new position, somethin' to get you open like its Eucalyptus got you ready to go for your's
Come on and work wit' meh', you won't get hurt wit' meh': Just keep it real and you'll get broken off certainleh' (certainly)
Dealing with this you won't be takin' a loss; you need to leave I'm alone and roll with the one whose breakin' you off

I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
Yeah baby
Rollin' down the highway, listenin' to Sade sing the way the smooth operator move my way
You sitting beside me
Looking like Friday Foster
Pam Grier structure look at your body
Keep each other thirsty
Kisses like Hershey
But lips is sealed
Cause we don't need the controversy
I say I'm in town, You say you want it in the worst way
You probably told your man it was your it was ya lil's birthday
Meanwhile, Its champagne chilling in ice
You ready for the freakiest things you done in ya life?
We breaking down like we Road dogs pullin' a heist
You making sounds like the vibe got you reaching your heights
Prepare for flight, this is your captain
I'm getting strapped in
Theres no denying the strength
Of'dis attraction, girl
Working with this you won't be taking a loss
So stop fooling your man and roll with the one
Who's breaking you off

Baby, Baby, Baby... don't you worry bout...
Nothing cause I'm coming to handle you no doubt
Whenever you want, that thing you need, I got it
I'm there and I aim to please
I'm coming over to give it to you..
Baby... baby...
I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
I'm coming to break you off (beat started.....start-started..)
Yeah Baby",Break You Off,The Roots,Stoiostatic,1.58663778239665,2002,166,71,51,-8,27,7:27,6,47,159,6478,1.75,1.91,40.37,-6.64,-12.88,46.86,-24.43,1.55,47.03,-24.31,-12.6,54.13,-10.3860911270983,-12.1654676258993,-4.98939929328623,-44.5759717314488,18.5661605206074,-8.38177874186551,20.4938271604938,-28.3148148148148,3636,1443,1446,1443,0.3968646864686468,1,0.3773501182407225,0.1275276418665187
357,"Bad Misses, Throwing raspberry kisses on me
You looking for directions?
Girl I feel your vision on me
Just don't let him see you sweat'n
And we ain't suppose to be involved
Knowing when we get it off, Girl I mean it all
Keeping you fiending 'til you taking it tossed
And when I'm breaking it off
Its no denying the fact it's wrong
Cause you got a man who's probably playing his part
You probably breaking his heart
He trying to figure the reason you gon'
Is it because he's superficial
Or is he too submissive
Or did I come along and hit you with the futuristic
Or is it cause you really couldn't see a future with him
All he about is paper, never took the time with you to listen
You want it gripped up, flipped, and thrown
And get stripped and shown, the way to get in the zone
The cost, dealing with this you won't be takin' a loss
You need to leave him alone
And roll with the one who's breaking you off
I'm coming to break you off
I'm coming to break you off
I'm coming to break you off
Yeah baby

Brother down the hall
The one you bound to call
Workaholic so really I'm rarely around at all
What we started got serious repercussions in court
We had a chance to turn back, but love that was long
Late nights, twistin' somethin' listenin' to niecey sing
She got the beefy, you tellin' me you deeply appreciate the company
The time we spend 'I feel the same; It's a shame you ain't my girlfriend'
Cause listen: you need a brother with that physical fix
That come through in a mix for you with no head tricks or fraud
You need a new position, somethin' to get you open like its Eucalyptus got you ready to go for your's
Come on and work wit' meh', you won't get hurt wit' meh': Just keep it real and you'll get broken off certainleh' (certainly)
Dealing with this you won't be takin' a loss; you need to leave I'm alone and roll with the one whose breakin' you off

I'm coming to break you off 
I'm coming to break you off 
I'm coming to break you off 
Yeah baby
Rollin' down the highway, listenin' to Sade sing the way the smooth operator move my way
You sitting beside me
Looking like Friday Foster
Pam Grier structure look at your body
Keep each other thirsty
Kisses like Hershey
But lips is sealed
Cause we don't need the controversy
I say I'm in town, You say you want it in the worst way
You probably told your man it was your it was ya lil's birthday
Meanwhile, Its champagne chilling in ice
You ready for the freakiest things you done in ya life?
We breaking down like we Road dogs pullin' a heist
You making sounds like the vibe got you reaching your heights
Prepare for flight, this is your captain
I'm getting strapped in
Theres no denying the strength
Of'dis attraction, girl
Working with this you won't be taking a loss
So stop fooling your man and roll with the one
Who's breaking you off

I'm coming to break you off 
I'm coming to break you off
I'm coming to break you off ",Break You Off,The Roots,Doloristic,1.66914409635446,2005-01-01,150,67,73,-10,66,5:28,1,0,503,7789,-3.25,23.91,24.37,-11.64,9.12,30.86,-29.43,23.55,31.03,-29.31,9.4,38.13,-14.3860911270983,26.8345323741007,-8.98939929328623,-5.57597173144876,14.5661605206074,30.6182212581345,16.4938271604938,10.6851851851852,2891,1325,1306,1306,0.4517468004150813,0,0.2989871827121316,0.1045816984042616
1052,"
Breathe, breathe in the air
Don't be afraid to care
Leave, but don't leave me
Look around and choose your own ground

For long you live and high you fly
And smiles you'll give and tears you'll cry
And all you touch and all you see
Is all your life will ever be

Run, rabbit, run
Dig that hole, forget the Sun
And when at last the work is done
Don't sit down, it's time to dig another one

For long, you live and high you fly
But only if you ride the tide
And balanced on the biggest wave
You race towards an early grave",Breathe (In the Air),Pink Floyd,Doloristic,1.62664495695644,1973-03-01,128,37,43,-15,25,2:50,39,75,739,3067,34.75,-6.09,2.37,26.36,-20.88,8.86,8.57,-6.45,9.03,8.69,-20.6,16.13,-44.386091127098304,-14.1654676258993,-38.9893992932862,-46.5759717314488,-15.4338394793926,-10.3817787418655,-13.5061728395062,-30.3148148148148,520,308,321,308,0.5923076923076923,1,0.4478537779483627,0.0830490175173108
1034,"
I don't care, I don't care, I don't care
I don't care, I don't care, care if it's old
I don't mind, I don't mind, I don't mind
I don't mind, mind, don't have a mind
Get away, get away, get away
Get away, away, away from your home
I'm afraid, I'm afraid, I'm afraid
I'm afraid, afraid, ghost

Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three

She said (she said), she said (she said)
She said (she said), she said (she said)
She said (she said), she said (she said)
She said (she said), she said

I don't care, I don't care, I don't care
I don't care, care, care if it's old
I don't mind, I don't mind, I don't mind
I don't mind, mind, don't have a mind
Get away, get away, get away
Get away, away, away from your home
I'm afraid, I'm afraid, I'm afraid
I'm afraid, afraid, ghost

Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three

She said (she said), she said (she said)
She said (she said), she said (she said)
She said (she said), she said (she said)
She said (she said), she said


Hey!
Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three

She said (she said), she said (she said)
She said (she said), she said (she said)
She said (she said), she said (she said)
She said (she said), she said (she said)
She said, said...good",Breed,Nirvana,Antagonistic,1.17044462404375,1991-09-26,158,97,26,-5,26,3:04,0,68,1139,3644,-4.25,-23.09,32.37,-12.64,-37.88,38.86,-30.43,-23.45,39.03,-30.31,-37.6,46.13,15.6139088729017,-13.1654676258993,21.0106007067138,-45.5759717314488,44.5661605206074,-9.38177874186551,46.4938271604938,-29.3148148148148,1589,256,347,256,0.1611076148521082,1,0.4037639379822057,0.3295129134570407
672,"
Brian, top marks for not trying
So kind of you to bless us with your effortlessness
We're grateful and so strangely comforted
And I wonder, are you putting us under?
'Cause we can't take our eyes off the t-shirt and ties combination
Well, see you later, innovator

Some want to kiss, some want to kick you
There's not a net you couldn't slip through
Or at least that's the impression I get, 'cause you're smooth and you're wet
And she's not aware yet, but she's yours
She'll be saying, ""Use me, show me the jacuzzi""
I imagine that it's there on a plate, your whole rendezvous rate
Means that you'll never be frightened to make 'em wait for a while

I doubt it's your style not to get what you set out to acquire
The eyes are on fire, you are the unforecasted storm

(Brian) Calm, collected and commanding
(Top marks for not trying) You leave the other story standing
With your renditions and jokes, bet there's hundreds of blokes
That have wept 'cause you've stolen their thunder
Are you putting us under?
'Cause we can't take our eyes off the t-shirt and ties combination
Well, see you later, innovator",Brianstorm,Arctic Monkeys,Antagonistic,1.67825119975216,2007-04-22,165,97,42,-5,46,2:53,0,73,659,7538,-4.25,-7.09,39.37,-12.64,-21.88,45.86,-30.43,-7.45,46.03,-30.31,-21.6,53.13,15.6139088729017,6.83453237410072,21.0106007067138,-25.5759717314488,44.5661605206074,10.6182212581345,46.4938271604938,-9.31481481481482,1104,567,624,567,0.5135869565217391,1,0.5378997516763585,0.099683576933275
1036,"
When you're weary
Feeling small
When tears are in your eyes
I will dry them all
I'm on your side
Oh, when times get rough
And friends just can't be found

Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

When you're down and out
When you're on the street
When evening falls so hard
I will comfort you
I'll take your part
Oh, when darkness comes
And pain is all around

Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

Sail on silver girl
Sail on by
Your time has come to shine
All your dreams are on their way
See how they shine
Oh, if you need a friend
I'm sailing right behind

Like a bridge over troubled water
I will ease your mind
Like a bridge over troubled water
I will ease your mind",Bridge Over Troubled Water,Simon & Garfunkel,Doloristic,1.59304910260773,1970-01-26,80,21,15,-14,26,4:53,82,72,1147,2751,77.75,-34.09,-45.63,69.36,-48.88,-39.14,51.57,-34.45,-38.97,51.69,-48.6,-31.87,-60.386091127098304,-13.1654676258993,-54.9893992932862,-45.5759717314488,-31.4338394793926,-9.38177874186551,-29.5061728395062,-29.3148148148148,808,338,374,338,0.4183168316831683,1,0.6413604262398402,0.0885068739594776
769,"
I was on my way to the center of the sun
When I lost my wings and I fell into a crowd
And they carried me to a hole in the ground
And they buried me, where no one could see
And no one would be around

I am a virus
I live in silence

I was on my way to a city in the clouds
When I lost my mind and I had to settle down
Then I had a dream of an island in the sea where the lepers die
Where no one survives and no one can hear the cries

I am a virus
I live in silence

Just like heathens thinking
On our feet we'll believe in God
With one step, two steps, three steps toward the graveyard
On the high road to remembering
It seems that we forgot

I am a virus
I live in silence",Bring Em Back Alive,Audioslave,Antagonistic,1.6381905958266,2002-11-17,127,72,52,-5,40,5:29,1,44,790,2475,-3.25,2.91,1.37,-11.64,-11.88,7.86,-29.43,2.55,8.03,-29.31,-11.6,15.13,-9.38609112709832,0.834532374100718,-3.98939929328623,-31.5759717314488,19.5661605206074,4.61822125813449,21.4938271604938,-15.3148148148148,675,348,376,348,0.5155555555555555,1,0.2385747029954346,0.0886863184592705
12,"Baby, baby
I'm gonna bring it on home to you
I've got my ticket, I've got that load
Got up, gone higher, all aboard
I'll take my seat, right way back, ooh yeah
Watch this train roll down the track
I'm gonna bring it on home
Bring it on home to you
Watch out, watch out...

Try to tell you, baby
What you trying to do?
Trying to love me, baby
And love some other men too
Bring it on home, bring it on home
Went a little walk downtown
Messed and got back late
Found a note there waiting
It said, ""Daddy, I just can't wait.""
Bring it on home, bring it on home
Bring it back home, bring it back home to me, baby

Tell you, pretty baby
You love to mess me 'round
I'm going to give you loving, baby
Going to move you out of town
Bring it on home, bring it on home
Sweetest little baby daddy ever saw
I'm going to give you loving, baby
I'm going to give you more
Bring it on home, bring it on home
Bring it on home, oh, right
Bring it on home, bring it on home to you",Bring It on Home,Led Zeppelin,Dionysitic,1.45869770344734,1969-10-22,96,46,35,-12,17,4:20,48,55,0,5958,43.75,-14.09,-29.63,35.36,-28.88,-23.14,17.57,-14.45,-22.97,17.69,-28.6,-15.87,-35.3860911270983,-22.1654676258993,-29.9893992932862,-54.5759717314488,-6.43383947939262,-18.3817787418655,-4.50617283950617,-38.3148148148148,960,410,444,410,0.4270833333333333,1,0.5149474937089575,0.0957628285652113
46,"
Well (Bring it to Jerome, bring it to Jerome)
Everyday I work (Bring it to Jerome)
Bringing home my pay (Bring it to Jerome)
Come to find out, baby (Bring it to Jerome)
You're giving my money away (Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)

Tell me, baby (Bring it to Jerome)
What you trying to do? (Bring it to Jerome)
You ain't treating me mama (Bring it to Jerome)
Like you used to do (Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)

Tell me, mama (Bring it to Jerome)
Whats wrong with you? (Bring it to Jerome)
You know, pretty baby (Bring it to Jerome)
I'm so crazy about you (Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)

All you pretty women
Bring it to my home
You don't have to worry
I won't do you no wrong

Bring it on home
Bring it to Jerome
Bring it on home
Bring it to Jerome

Looka here, pretty baby
This mess I won't stand
All the other women
Say you got another man

Bring it on home
Bring it to Jerome
Bring it on home
Bring it to Jerome
",Bring It To Jerome,Bo Diddley,Stoiostatic,1.11234270457514,1958-01-01,154,41,57,-15,81,2:26,76,32,65,5193,71.75,7.91,28.37,63.36,-6.88,34.86,45.57,7.55,35.03,45.69,-6.6,42.13,-40.386091127098304,41.8345323741007,-34.9893992932862,9.42402826855124,-11.4338394793926,45.6182212581345,-9.50617283950617,25.6851851851852,1072,333,348,333,0.310634328358209,1,0.1073967185571727,0.55021602689848
131,"
I see you there
Your long black hair
Your eyes just stare
Your mind is turning

You know I'll laugh
And I won't take it back
I've seen your eyes
I know what you're thinking

And one by one
We'll shoot our guns
We'll have fun
Don't ever doubt it

And when I say
Fare thee well
My only friend
Oh, how the days go
Oh, how the days go


Your setting sun
Your broken drum
Your little drugs
I'll never forget you
Never forget you
Never forget you

Ooh
Ooh",Broken Drum,Beck,Stoiostatic,1.57724982029324,2005-01-01,70,33,54,-8,16,4:30,29,24,105,7375,24.75,4.91,-55.63,16.36,-9.88,-49.14,-1.43,4.55,-48.97,-1.31,-9.6,-41.87,-48.386091127098304,-23.1654676258993,-42.9893992932862,-55.5759717314488,-19.4338394793926,-19.3817787418655,-17.5061728395062,-39.3148148148148,450,268,289,268,0.5955555555555555,1,0.6575718196877718,0.0969431239742357
161,"Ah, caught you smiling at me
That's the way it should be
Like a leaf is to a tree, so fine
Ah, all the good times we had
I sang love songs so glad
Always smiling, never sad, so fine

As we walk down the country lane
I'll be singing a song, hear me calling your name
Hear the wind within the trees
Telling Mother Nature 'bout you and me

Well, if the sun shines so bright
Or on our way it's darkest night
The road we choose is always right, so fine
Ah, can your love be so strong
When so many loves go wrong?
Will our love go on and on and on and on and on and on?

As we walk down the country lanes
I'll be singing a song, hear me calling your name
Hear the wind within the trees
Telling Mother Nature 'bout you and me
My, my
La la la
Come on now, it ain't too far
Tell your friends all around the world
Ain't no companion like a blue eyed Merle
Come on now, well, let me tell you
What you're missing, messin' 'round them brick walls

So of one thing I am sure
It's a friendship so pure
Angels singing all around my door, so fine
Yeah, ain't but one thing to do
Spend my natural life with you
You're the finest dog I knew, so fine

When you're old and your eyes are dim
There ain't no old Shep gonna happen again
We'll still go walking down country lane
I'll sing the same old song, hear me call your name",Bron-Y-Aur Stomp,Led Zeppelin,Dionysitic,1.86755687205914,1970,108,50,53,-14,33,4:17,16,59,128,113,11.75,3.91,-17.63,3.36,-10.88,-11.14,-14.43,3.55,-10.97,-14.31,-10.6,-3.87000000000001,-31.3860911270983,-6.16546762589928,-25.9893992932862,-38.5759717314488,-2.43383947939262,-2.38177874186551,-0.506172839506171,-22.3148148148148,1305,609,645,609,0.4666666666666667,1,0.7482381689365002,0.0825574461610531
45,"
Buffalo soldier, dreadlocked rasta
There was a Buffalo Soldier in the heart of America
Stolen from Africa, brought to America
Fighting on arrival, fighting for survival
I mean it, when I analyse the stench
To me it makes a lot of sense
How the dreadlocked rasta was a Buffalo Soldier

And he was taken from Africa, brought to America
Fighting on arrival, fighting for survival
Said it was a Buffalo Soldier, dreadlocked Rasta
Buffalo Soldier in the heart of America

If you know your history
Then you would know where you're coming from
Then you wouldn't have to ask me
Who the 'eck do I think I am

I'm just a Buffalo Soldier in the heart of America
Stolen from Africa, brought to America
Said he was fighting on arrival, fighting for survival
Said he was a Buffalo Soldier, in the war for America
Said he, woy yoy yoy, woy yoy-yoy yoy
Woy yoy yoy yoy, yoy yoy-yoy yoy!
Woy yoy yoy, woy yoy-yoy yoy
Woy yoy yoy yoy, yoy yoy-yoy yoy!

Buffalo Soldier troddin' through the land, wo-ho-ooh!
Said he want to ran and then you want a hand
Troddin' through the land, yea-hea, yea-ea
Said he was a Buffalo Soldier in the war for America
Buffalo Soldier, dreadlocked Rasta
Fighting on arrival, fighting for survival
Driven from the mainland to the heart of the Caribbean
Said he, woy yoy yoy, woy yoy-yoy yoy
Woy yoy yoy yoy, yoy yoy-yoy yoy!
Woy yoy yoy, woy yoy-yoy yoy
Woy yoy yoy yoy, yoy yoy-yoy yoy!

Trodding through San Juan
In the arms of America
Trodding through Jamaica, a Buffalo Soldier
Fighting on arrival, fighting for survival
Buffalo Soldier, dreadlock rasta
Woy yoy yoy, woy yoy-yoy yoy
Woy yoy yoy yoy, yoy yoy-yoy yoy!",Buffalo Soldier,Bob Marley & The Wailers,Stoiostatic,1.58940460808922,1983,124,46,93,-9,76,4:16,14,77,150,185,9.75,43.91,-1.63,1.36,29.12,4.86,-16.43,43.55,5.03,-16.31,29.4,12.13,-35.3860911270983,36.8345323741007,-29.9893992932862,4.42402826855124,-6.43383947939262,40.6182212581345,-4.50617283950617,20.6851851851852,1631,477,542,477,0.2924586143470263,1,0.5206158952083415,0.3375257355547038
